,AcresBurned,Active,ArchiveYear,CanonicalUrl,Counties,CountyIds,Extinguished,Latitude,Location,Longitude,Name,Started,country,country_code,postcode
134,40.0,False,2013,/incidents/2013/7/19/heacock-fire/,Riverside,33,2013-07-20,33.9634,Heacock St & Sandy Glade Ave in Moreno Valley,-117.2508,Heacock Fire,2013-07-19,United States,us,92557
135,40.0,False,2013,/incidents/2013/6/14/palmyrita-fire/,Riverside,33,2013-06-15,34.001745,"Highgrove Pass Rd and Pigeon Pass Rd, Community of Highgrove",-117.302057,Palmyrita Fire,2013-06-14,United States,us,92313
136,40.0,False,2013,/incidents/2013/5/16/54-fire/,Riverside,33,2013-05-17,33.655638,"Avenue 54 and Tyler Street, near the community of Coachella",-116.161201,54 Fire,2013-05-16,United States,us,92236
137,38.0,False,2013,/incidents/2013/8/24/empire-fire/,El Dorado,9,2013-08-24,38.89555,off Hwy 193 & Empire Creek Cir near Georgetown,-120.84716,Empire Fire,2013-08-24,United States,us,95633
138,38.0,False,2013,/incidents/2013/8/7/indian-fire/,Lake,17,2013-08-07,39.1591,"Off Bartlett Springs Road near Indian Valley Reservoir, 10 miles northeast of Clearlake Oaks",-122.5906,Indian Fire,2013-08-07,United States,us,
139,38.0,False,2013,/incidents/2013/7/6/fallon-fire/,Alameda,1,2013-07-06,37.74241,off Fallon Rd & Camino Tassajara near Dublin ,-121.86216,Fallon Fire,2013-07-06,United States,us,9468
140,35.0,False,2013,/incidents/2013/6/13/michelle-fire/,Fresno,10,2013-06-13,36.763366999999995,"off McKinley Ave & Academy Ave, north of Sanger ",-119.55824399999999,Michelle Fire,2013-06-13,United States,us,93737
141,35.0,False,2013,/incidents/2013/5/20/cottontail-fire/,San Luis Obispo,40,2013-05-20,35.49864,Cayucos Creek Rd & Thunder Canyon Rd north of Cayucos,-120.91375,Cottontail Fire,2013-05-20,United States,us,
142,34.0,False,2013,/incidents/2013/8/4/honey-fire/,Shasta,45,2013-08-05,0.0,"Honey Bee Road, West of Redding",0.0,Honey Fire,2013-08-04,,,
143,33.0,False,2013,/incidents/2013/11/7/dersch-fire/,Shasta,45,2013-11-07,40.483662,"Off Dersch Rd and Hyrax, Millville",-122.140914,Dersch Fire,2013-11-07,United States,us,
144,31.0,False,2013,/incidents/2013/7/22/chuckwagon-fire/,Calaveras,5,2013-07-23,37.965364,"near the 4500 block of Chuckwagon Drive, Copperopolis",-120.69636200000001,Chuckwagon Fire,2013-07-22,United States,us,95228
145,30.0,False,2013,/incidents/2013/9/15/lakeshore-fire/,Lake,17,2013-09-15,38.9777,near the community of Clearlake,-122.68299999999999,Lakeshore Fire,2013-09-15,United States,us,95424
146,30.0,False,2013,/incidents/2013/6/5/lake-fire/,Lake,17,2013-06-06,38.992329999999995,Lakeshore Drive and Patterson Drive in Clearlake Oaks,-122.703193,Lake Fire,2013-06-05,United States,us,95422
147,30.0,False,2013,/incidents/2013/4/20/fawnskin-fire/,San Bernardino,36,2013-04-22,34.288877,"west of Delamar Mountain, north of the community of Fawnskin, northside of Big Bear Lake",-116.94131100000001,Fawnskin Fire,2013-04-20,United States,us,92333
148,28.0,False,2013,/incidents/2013/6/10/sonoma-lake-napa-unit-lightning-fires/,Sonoma,"49,48,17,6",2013-06-14,38.4229,"throughout Sonoma, Solano, Lake & Colusa Counties",-122.0437,Sonoma-Lake-Napa Unit Lightning Fires,2013-06-10,United States,us,
149,28.0,False,2013,/incidents/2013/6/10/sonoma-lake-napa-unit-lightning-fires/,Solano,"49,48,17,6",2013-06-14,38.4229,"throughout Sonoma, Solano, Lake & Colusa Counties",-122.0437,Sonoma-Lake-Napa Unit Lightning Fires,2013-06-10,United States,us,
150,28.0,False,2013,/incidents/2013/6/10/sonoma-lake-napa-unit-lightning-fires/,Lake,"49,48,17,6",2013-06-14,38.4229,"throughout Sonoma, Solano, Lake & Colusa Counties",-122.0437,Sonoma-Lake-Napa Unit Lightning Fires,2013-06-10,United States,us,
151,28.0,False,2013,/incidents/2013/6/10/sonoma-lake-napa-unit-lightning-fires/,Colusa,"49,48,17,6",2013-06-14,38.4229,"throughout Sonoma, Solano, Lake & Colusa Counties",-122.0437,Sonoma-Lake-Napa Unit Lightning Fires,2013-06-10,United States,us,
152,27.0,False,2013,/incidents/2013/8/14/cloverdale-fire/,Shasta,45,2013-08-14,40.473356,"Cloverdale Rd. and Dale Rd., Happy Valley, 9 miles SW of Redding",-122.48258999999999,Cloverdale Fire,2013-08-14,United States,us,96007
153,25.0,False,2013,/incidents/2013/7/28/flume-fire/,San Diego,37,2013-07-28,32.612773,Barrett Lake Road and Highway 94,-116.70733500000001,Flume Fire,2013-07-28,United States,us,91917
154,25.0,False,2013,/incidents/2013/6/20/mount-fire/,Lake,17,2013-06-20,38.980579999999996,"Off Konocti Rd & Oak Hills Ln, east of Kelseyville",-122.81796000000001,Mount Fire,2013-06-20,United States,us,95451
155,25.0,False,2013,/incidents/2013/5/20/cherry-fire/,Riverside,33,2013-05-20,33.96201,Off Sunset Ave & Mesa St in Banning,-116.90721299999998,Cherry Fire,2013-05-20,United States,us,92220
156,23.0,False,2013,/incidents/2013/11/23/dam-fire/,Lake,17,2013-11-24,38.9289,"Off Dam Rd, southeast of Clear Lake",-122.5818,Dam Fire,2013-11-23,United States,us,95457
157,15.0,False,2013,/incidents/2013/12/30/refuse-fire/,Mendocino,23,2013-12-30,0.0,off Refuse Road near Covelo,0.0,Refuse Fire,2013-12-30,,,
158,15.0,False,2013,/incidents/2013/7/19/gilman-fire/,Riverside,33,2013-07-19,33.94528,"Hwy 60 east of Gilman Springs Rd, east of Moreno Valley",-117.09306000000001,Gilman Fire,2013-07-19,United States,us,92223
159,15.0,False,2013,/incidents/2013/5/12/ranger-fire/,Madera,20,2013-05-13,0.0,Off Range Circle Dr in Yosemite Lake,0.0,Ranger Fire,2013-05-12,,,
160,0.0,False,2013,/incidents/2013/8/3/orleans-complex/,Humboldt,12,2013-08-03,41.333,"10 miles east of Somes Bar, California",-123.376,Orleans Complex,2013-08-03,United States,us,
161,0.0,False,2013,/incidents/2013/6/9/hathaway-fire/,Riverside,33,2013-06-09,33.99647,"Hathaway Canyon area, northeast of Banning",-116.84137,Hathaway Fire,2013-06-09,United States,us,
162,97717.0,False,2014,/incidents/2014/9/13/king-fire/,El Dorado,9,2014-10-09,38.805437,Near Pollock Pines,-120.62971399999999,King Fire,2014-09-13,United States,us,
163,50042.0,False,2014,/incidents/2014/8/2/july-complex/,Siskiyou,47,2014-08-06,0.0,Whites Fire approximately 4 miles East of Sawyer Bar<p> Log Fire approximately 6 miles West of Greenview<p>Leef Fire approximately 7 miles Southwest of Callahan. ,0.0,July Complex,2014-08-02,,,
164,39736.0,False,2014,/incidents/2014/7/30/bald-fire/,Shasta,45,2014-08-15,40.900999999999996,8 miles southeast of Fall River Mills,-121.368,Bald Fire,2014-07-30,United States,us,
165,35302.0,False,2014,/incidents/2014/7/30/oregon-gulch-fire-part-of-the-beaver-complex/,Siskiyou,47,2014-08-18,42.048,"Community of Copco, South of Oregon Border",-122.345,Oregon Gulch Fire (part of the Beaver Complex),2014-07-30,United States,us,
166,32496.0,False,2014,/incidents/2014/7/30/beaver-fire/,Siskiyou,47,2014-09-02,0.0,"north of Highway 96, off of Beaver Creek Road",0.0,Beaver Fire,2014-07-30,,,
167,32416.0,False,2014,/incidents/2014/7/31/eiler-fire/,Shasta,45,2014-08-25,40.72,12 miles southeast of Burney near Old Station,-121.56200000000001,Eiler Fire,2014-07-31,United States,us,
168,14416.0,False,2014,/incidents/2014/5/15/pulgas-fire/,San Diego,37,2014-05-21,0.0,"Off Interstate 5 at Las Pulgas Rd, north of Oceanside",0.0,Pulgas Fire,2014-05-15,,,
169,13838.0,False,2014,/incidents/2014/7/28/french-fire/,Madera,20,2014-07-28,0.0,"Rock Creek Drainage, south of Mammoth Pool Reservoir",0.0,French Fire,2014-07-28,,,
170,13153.0,False,2014,/incidents/2014/7/30/day-fire/,Modoc,25,2014-08-13,41.1336,North of the community of Day,-121.2144,Day Fire,2014-07-30,United States,us,
171,12661.0,False,2014,/incidents/2014/7/11/bully-fire/,Shasta,45,2014-07-26,40.4314,"Plantina Road at Bland Road, Igo",-122.75078799999999,Bully Fire,2014-07-11,United States,us,
172,12536.0,False,2014,/incidents/2014/7/30/lodge-lightning-complex/,Mendocino,23,2014-09-09,0.0,Wilderness Lodge and Eel River Canyon area,0.0,Lodge Lightning Complex,2014-07-30,,,
173,6488.0,False,2014,/incidents/2014/7/4/monticello-fire/,Yolo,57,2014-07-12,38.512,"Hwy 128 at Monticello Dam, southeast shore of Lake Berryessa ",-122.104,Monticello Fire,2014-07-04,United States,us,
174,6258.0,False,2014,/incidents/2014/7/30/coffee-fire/,Shasta,45,2014-11-14,41.141000000000005,East Fork of the Coffee Creek Drainage,-122.805,Coffee Fire,2014-07-30,United States,us,
175,5503.0,False,2014,/incidents/2014/7/31/little-deer-fire/,Siskiyou,47,2014-08-18,41.681999999999995,near Little Deer Mountain along Highway 97,-122.12700000000001,Little Deer Fire,2014-07-31,United States,us,
176,5367.0,False,2014,/incidents/2014/5/14/tomahawk-fire/,San Diego,37,2014-05-19,33.3529,"Traveled from Naval Weapons Station, Fallbrook and is now on Camp Pendleton ",-117.28488899999999,Tomahawk Fire,2014-05-14,United States,us,92028
177,4840.0,False,2014,/incidents/2014/6/19/stoney-fire/,Monterey,27,2014-06-21,0.0,"Nacimiento Fergusson Road & Stoney Valley, Fort Hunter Liggett",0.0,Stoney Fire,2014-06-19,,,
178,4772.0,False,2014,/incidents/2014/8/16/meadow-fire/,Mariposa,22,2014-12-12,0.0,East of Little Yosemite Valley,0.0,Meadow Fire,2014-08-16,,,
179,4689.0,False,2014,/incidents/2014/7/26/el-portal-fire/,Mariposa,22,2014-08-10,0.0,Near Highway 140 and community of El Portal,0.0,El Portal Fire,2014-07-26,,,
180,4300.0,False,2014,/incidents/2014/7/1/butts-fire/,Napa,"28,17",2014-07-09,38.664,"Off Butts Canyon Rd in Pope Valley, northwest of Lake Berryessa",-122.454,Butts Fire,2014-07-01,United States,us,94567
181,4300.0,False,2014,/incidents/2014/7/1/butts-fire/,Lake,"28,17",2014-07-09,38.664,"Off Butts Canyon Rd in Pope Valley, northwest of Lake Berryessa",-122.454,Butts Fire,2014-07-01,United States,us,94567
182,4240.0,False,2014,/incidents/2014/7/25/sand-fire/,Amador,"3,9",2014-08-02,38.5691,"East of Highway 49, 5 miles north of Plymouth",-120.7819,Sand Fire,2014-07-25,United States,us,
183,4240.0,False,2014,/incidents/2014/7/25/sand-fire/,El Dorado,"3,9",2014-08-02,38.5691,"East of Highway 49, 5 miles north of Plymouth",-120.7819,Sand Fire,2014-07-25,United States,us,
184,4045.0,False,2014,/incidents/2014/8/18/way-fire/,Kern,15,2014-08-27,35.7206,"north side of Hwy 155, northwest of Wofford Heights",-118.4747,Way Fire,2014-08-18,United States,us,93285
185,3895.0,False,2014,/incidents/2014/6/13/shirley-fire/,Kern,15,2014-06-20,35.70683,3 Miles south of Shirley Meadows,-118.555527,Shirley Fire,2014-06-13,United States,us,
186,2143.0,False,2014,/incidents/2014/4/30/etiwanda-fire/,San Bernardino,36,2014-05-05,34.169346000000004,North of Rancho Cucamonga,-117.547374,Etiwanda Fire,2014-04-30,United States,us,91737
187,1995.0,False,2014,/incidents/2014/5/14/cocos-fire/,San Diego,37,2014-05-22,33.1137,"Village Drive and Twin Oaks Road, San Marcos",-117.1599,Cocos Fire,2014-05-14,United States,us,29029
188,1952.0,False,2014,/incidents/2014/1/16/colby-fire/,Los Angeles,19,2014-01-27,34.1703,"near Morris Reservoir, north of Glendora",-117.8816,Colby Fire,2014-01-16,United States,us,
189,1680.0,False,2014,/incidents/2014/7/11/nicolls-fire/,Kern,15,2014-07-21,35.641999999999996,Kelso Valley/Onyx area,-118.15,Nicolls Fire ,2014-07-11,United States,us,
190,1651.0,False,2014,/incidents/2014/7/1/modoc-lightning-complex/,Modoc,25,2014-07-03,41.89,15 fires across the Modoc National Forest,-120.79,Modoc Lightning Complex,2014-07-01,United States,us,
191,1548.0,False,2014,/incidents/2014/5/13/bernardo-fire/,San Diego,37,2014-05-17,33.003,"off Nighthawk Lane, southwest of Rancho Bernardo",-117.133,Bernardo Fire,2014-05-13,United States,us,92127
192,1469.0,False,2014,/incidents/2014/7/3/gulch-fire/,Modoc,25,2014-07-07,41.489,"Off highway 139, 15 miles north of Canby - The fire is burning on the east side of Hwy 139",-120.904,Gulch Fire,2014-07-03,United States,us,
193,1457.0,False,2014,/incidents/2014/5/16/san-mateo-fire/,San Diego,37,2014-05-20,33.417572,in the Talega area of Marine Corps Base Camp Pendleton,-117.55056699999999,San Mateo Fire,2014-05-16,United States,us,
194,1375.0,False,2014,/incidents/2014/9/10/gulch-fire/,Shasta,45,2014-09-16,40.7101,"On Backbone Ridge, east of Bella Vista, 15 miles northeast of Redding",-122.171,Gulch Fire,2014-09-10,United States,us,
195,1080.0,False,2014,/incidents/2014/7/17/dark-hole-fire/,Mariposa,22,2014-08-20,0.0,near the Yosemite Creek Campground.,0.0,Dark Hole Fire,2014-07-17,,,
196,968.0,False,2014,/incidents/2014/9/12/silverado-fire/,Orange,30,2014-09-22,33.748000000000005,off of Silverado Canyon Road south of Corona,-117.601,Silverado Fire,2014-09-12,United States,us,
197,865.0,False,2014,/incidents/2014/1/2/campbell-fire/,Tehama,52,2014-01-10,40.134597,"Ishi Wilderness, north of Campbellville in the Lassen National Forest",-121.79018300000001,Campbell Fire,2014-01-02,United States,us,
198,677.0,False,2014,/incidents/2014/5/26/hunters-fire/,Mariposa,22,2014-06-02,0.0,"Hunters Valley area, near the southeast shore of Lake McClure",0.0,Hunters Fire,2014-05-26,,,
199,632.0,False,2014,/incidents/2014/5/13/miguelito-fire/,Santa Barbara,42,2014-05-19,34.609,Off Santa Miguelito Canyon Road in Lompoc,-120.454,Miguelito Fire,2014-05-13,United States,us,
200,612.0,False,2014,/incidents/2014/8/18/junction-fire/,Madera,20,2014-08-25,37.3433,"off Road 425A, near the Hwy 41 and Hwy 49 junction in Oakhurst",-119.6581,Junction Fire,2014-08-18,United States,us,93644
201,600.0,False,2014,/incidents/2014/5/14/poinsettia-fire/,San Diego,37,2014-05-17,33.1109,off Poinsettia Ln & Alicante Rd in Carlsbad,-117.279,Poinsettia Fire,2014-05-14,United States,us,92011
202,580.0,False,2014,/incidents/2014/8/24/oregon-fire/,Trinity,53,2014-08-28,40.7412,"off Hwy 299 at Oregon Mountain Summit, near Weaverville",-122.946,Oregon Fire,2014-08-24,United States,us,
203,516.0,False,2014,/incidents/2014/9/15/boles-fire/,Siskiyou,47,2014-10-11,41.423840000000006,City of Weed,-122.37432,Boles Fire,2014-09-15,United States,us,96094-2404
204,487.0,False,2014,/incidents/2014/6/4/59-fire/,Tuolumne,55,2014-06-05,37.76617,"near Bonds Flat Rd & La Grange Rd (J59), west of Don Pedro Reservoir",-120.45087,59 Fire,2014-06-04,United States,us,
205,459.0,False,2014,/incidents/2014/10/8/applegate-fire/,Placer,31,2014-10-15,0.0,on the eastside of Interstate 80 in the Applegate area,0.0,Applegate Fire,2014-10-08,,,
206,403.0,False,2014,/incidents/2014/9/13/black-fire/,Mendocino,23,2014-09-17,0.0,"Black Bart Trail, North of Lake Mendocino",0.0,Black Fire,2014-09-13,,,
207,400.0,False,2014,/incidents/2014/3/19/encinal-fire/,Monterey,27,2014-03-21,36.6313,"Off Encinal Rd, 8 miles southeast of Salinas",-121.4819,Encinal Fire,2014-03-19,United States,us,
208,389.0,False,2014,/incidents/2014/7/28/web-fire/,Butte,4,2014-08-01,0.0,Web Hollow & Big Chico Creek near Forest Ranch,0.0,Web Fire,2014-07-28,,,
209,380.0,False,2014,/incidents/2014/5/14/highway-fire/,San Diego,37,2014-05-15,33.312,off Old Hwy 395 and I-15 in the Deer Springs area ,-117.162,Highway Fire,2014-05-14,United States,us,92003
210,350.0,False,2014,/incidents/2014/3/15/pierce-fire/,Riverside,33,2014-03-16,0.0,off Ave 66 and Pierce St in Thermal,0.0,Pierce Fire,2014-03-15,,,
211,333.0,False,2014,/incidents/2014/1/4/red-fire/,Humboldt,12,2014-01-08,40.884415000000004,"South of Berry Summit, west of Willow Creek",-123.773779,Red Fire,2014-01-04,United States,us,
212,320.0,False,2014,/incidents/2014/9/14/courtney-fire/,Madera,20,2014-09-22,37.311915,"Courtney Lane and 7 Hills Rd, Oakhurst",-119.604124,Courtney Fire,2014-09-14,United States,us,93644
213,311.0,False,2014,/incidents/2014/10/7/dog-rock-fire/,Mariposa,22,2014-10-12,37.0,"Hwy 140 at Indian Creek, El Portal Community",40.34,Dog Rock Fire,2014-10-07,Türkiye,tr,
214,300.0,False,2014,/incidents/2014/9/5/bridge-fire/,Mariposa,22,2014-09-12,0.0,"Highway 49 at Harris Road, 10 miles east of Mariposa",0.0,Bridge Fire,2014-09-05,,,
215,300.0,False,2014,/incidents/2014/7/24/gun-club-fire/,Merced,24,2014-07-25,0.0,"Gun Club Rd. at the Santa Fe Canal, Gustine",0.0,Gun Club Fire,2014-07-24,,,
216,274.0,False,2014,/incidents/2014/8/17/tecolote-fire/,Los Angeles,19,2014-12-12,34.266999999999996,"18 miles north of Glendora, off Highway 39 and mile marker 28.",-117.867,Tecolote Fire,2014-08-17,United States,us,
217,269.0,False,2014,/incidents/2014/6/5/hetch-hetchy-fire/,Tuolumne,55,2014-06-06,37.787,"off La Grange Rd (J59) at Hetch Hetchy power lines, northwest shore of Don Pedro Reservoir",-120.45200000000001,Hetch Hetchy Fire,2014-06-05,United States,us,
218,247.0,False,2014,/incidents/2014/9/13/dog-bar-fire/,Nevada,29,2014-09-18,39.113682,Off Dog Bar Rd & Taylor Crossing Rd near Alta Sierra,-120.999508,Dog Bar Fire,2014-09-13,United States,us,95949
219,225.0,False,2014,/incidents/2014/6/13/tehama-fire/,Tehama,52,2014-06-13,40.009827,"Rancho Tehama, southwest of Red Bluff",-122.345078,Tehama Fire,2014-06-13,United States,us,
220,217.0,False,2014,/incidents/2014/7/3/banner-fire/,San Diego,37,2014-07-06,33.078948,"Banner Grade, east of Julian",-116.576454,Banner Fire,2014-07-03,United States,us,92036
221,210.0,False,2014,/incidents/2014/9/12/bald-hill-3-fire/,Humboldt,12,2014-09-15,41.13399999999999,1 mile northwest of Hoopa,-123.75299999999999,Bald Hill 3 Fire,2014-09-12,United States,us,
222,190.0,False,2014,/incidents/2014/8/14/shoemaker-fire/,Los Angeles,19,2014-12-12,34.235,"upper end of East Fork San Gabriel River, North of Glendora",-117.771,Shoemaker Fire,2014-08-14,United States,us,
223,175.0,False,2014,/incidents/2014/5/25/indian-fire/,Lake,17,2014-05-26,39.1647,"Near Indian Valley Reservoir, East of Clearlake Oaks",-122.5983,Indian Fire,2014-05-25,United States,us,
224,143.0,False,2014,/incidents/2014/7/9/dry-fire/,Shasta,45,2014-07-10,40.6569,"off Hwy 299 & Dry Creek Rd, east of Bella Vista",-122.2215,Dry Fire,2014-07-09,United States,us,96008
225,130.0,False,2014,/incidents/2014/6/10/haigh-fire/,Mariposa,22,2014-06-13,37.7103,"Highway 49 and Haigh Rd., north of Coulterville",-120.197,Haigh Fire,2014-06-10,United States,us,95311
226,125.0,False,2014,/incidents/2014/6/30/curie-fire/,Santa Clara,43,2014-07-01,0.0,Off Curie Drive south of San Jose,0.0,Curie Fire,2014-06-30,,,
227,125.0,False,2014,/incidents/2014/3/8/gun-fire/,San Diego,37,2014-03-11,32.81,"Off Interstate 8 & Sunrise Hwy, near Pine Valley",-116.49,Gun Fire,2014-03-08,United States,us,
228,120.0,False,2014,/incidents/2014/6/20/reed-fire/,Calaveras,5,2014-06-21,120.679019,"off George Reed Drive and Pool Station Road, San Andreas",38.178241,Reed Fire,2014-06-20,,,
229,120.0,False,2014,/incidents/2014/1/22/brewer-fire/,Placer,31,2014-01-22,0.0,"off South Brewer Road, west of Roseville",0.0,Brewer Fire,2014-01-22,,,
230,113.0,False,2014,/incidents/2014/4/19/bridges-fire/,Inyo,14,2014-04-21,37.399,"off Highway 6 & 5 Bridges Rd, 5 miles northeast of Bishop",-118.352,Bridges Fire,2014-04-19,United States,us,93515
231,106.0,False,2014,/incidents/2014/1/25/lake-fire/,Fresno,10,2014-01-26,36.8266,off Trimmer Springs Rd & Sunnyslope Rd near Pine Flat Lake ,-119.3415,Lake Fire,2014-01-25,United States,us,
232,105.0,False,2014,/incidents/2014/5/14/river-fire/,San Diego,37,2014-05-19,0.0,"North River Road and College Blvd., Oceanside",0.0,River Fire,2014-05-14,,,
233,101.0,False,2014,/incidents/2014/8/12/little-fire/,Modoc,25,2014-08-13,41.507,"Northeast of Mud Springs, 9 miles South of Tionesta",-121.266,Little Fire,2014-08-12,United States,us,
234,100.0,False,2014,/incidents/2014/9/3/saratoga-fire/,Lake,17,2014-09-05,0.0,"off Hwy 20 & Saratoga Road, west of Upper Lake",0.0,Saratoga Fire,2014-09-03,,,
