Year,Geography,Age,Category,Demographic,Count,Rate
2015,San Diego,All Ages,Race-Ethnicity,American Indian/Alaskan Native,25,17.5
2015,San Joaquin,All Ages,Race-Ethnicity,American Indian/Alaskan Native,19,60.9
2015,Shasta,All Ages,Race-Ethnicity,American Indian/Alaskan Native,28,64.9
2015,Solano,All Ages,Race-Ethnicity,American Indian/Alaskan Native,12,59.4
2015,Sonoma,All Ages,Race-Ethnicity,American Indian/Alaskan Native,21,49.9
2015,Tulare,All Ages,Race-Ethnicity,American Indian/Alaskan Native,23,69.3
2015,Alameda,All Ages,Race-Ethnicity,Asian/Pacific Islander,957,23.0
2015,Butte,All Ages,Race-Ethnicity,Asian/Pacific Islander,19,21.1
2015,California,All Ages,Race-Ethnicity,Asian/Pacific Islander,9676,19.4
2015,Contra Costa,All Ages,Race-Ethnicity,Asian/Pacific Islander,401,26.3
2015,El Dorado,All Ages,Race-Ethnicity,Asian/Pacific Islander,12,18.4
2015,Fresno,All Ages,Race-Ethnicity,Asian/Pacific Islander,237,25.5
2015,Kern,All Ages,Race-Ethnicity,Asian/Pacific Islander,79,23.5
2015,Kings,All Ages,Race-Ethnicity,Asian/Pacific Islander,11,
2015,Los Angeles,All Ages,Race-Ethnicity,Asian/Pacific Islander,2360,18.0
2015,Marin,All Ages,Race-Ethnicity,Asian/Pacific Islander,25,17.4
2015,Merced,All Ages,Race-Ethnicity,Asian/Pacific Islander,33,20.3
2015,Monterey,All Ages,Race-Ethnicity,Asian/Pacific Islander,86,31.9
2015,Napa,All Ages,Race-Ethnicity,Asian/Pacific Islander,34,34.0
2015,Orange,All Ages,Race-Ethnicity,Asian/Pacific Islander,814,14.8
2015,Placer,All Ages,Race-Ethnicity,Asian/Pacific Islander,42,15.4
2015,Riverside,All Ages,Race-Ethnicity,Asian/Pacific Islander,182,13.5
2015,Sacramento,All Ages,Race-Ethnicity,Asian/Pacific Islander,749,33.4
2015,San Bernardino,All Ages,Race-Ethnicity,Asian/Pacific Islander,214,17.4
2015,San Diego,All Ages,Race-Ethnicity,Asian/Pacific Islander,668,19.4
2015,San Francisco,All Ages,Race-Ethnicity,Asian/Pacific Islander,498,20.4
2015,San Joaquin,All Ages,Race-Ethnicity,Asian/Pacific Islander,328,32.0
2015,San Luis Obispo,All Ages,Race-Ethnicity,Asian/Pacific Islander,11,
2015,San Mateo,All Ages,Race-Ethnicity,Asian/Pacific Islander,361,18.5
2015,Santa Barbara,All Ages,Race-Ethnicity,Asian/Pacific Islander,38,23.5
2015,Santa Clara,All Ages,Race-Ethnicity,Asian/Pacific Islander,943,16.0
2015,Shasta,All Ages,Race-Ethnicity,Asian/Pacific Islander,20,33.8
2015,Solano,All Ages,Race-Ethnicity,Asian/Pacific Islander,212,33.3
2015,Sonoma,All Ages,Race-Ethnicity,Asian/Pacific Islander,32,16.9
2015,Stanislaus,All Ages,Race-Ethnicity,Asian/Pacific Islander,59,21.0
2015,Sutter,All Ages,Race-Ethnicity,Asian/Pacific Islander,31,20.7
2015,Tulare,All Ages,Race-Ethnicity,Asian/Pacific Islander,23,14.1
2015,Ventura,All Ages,Race-Ethnicity,Asian/Pacific Islander,76,13.8
2015,Yolo,All Ages,Race-Ethnicity,Asian/Pacific Islander,58,33.8
2015,Yuba,All Ages,Race-Ethnicity,Asian/Pacific Islander,14,38.0
2015,Alameda,All Ages,Race-Ethnicity,African-American,4051,218.5
2015,Butte,All Ages,Race-Ethnicity,African-American,91,286.6
2015,California,All Ages,Race-Ethnicity,African-American,38416,177.3
2015,Contra Costa,All Ages,Race-Ethnicity,African-American,2150,232.7
2015,Fresno,All Ages,Race-Ethnicity,African-American,775,153.0
2015,Humboldt,All Ages,Race-Ethnicity,African-American,49,379.6
2015,Imperial,All Ages,Race-Ethnicity,African-American,48,119.3
2015,Kern,All Ages,Race-Ethnicity,African-American,1039,201.5
2015,Kings,All Ages,Race-Ethnicity,African-American,167,177.7
2015,Lake,All Ages,Race-Ethnicity,African-American,21,221.7
2015,Los Angeles,All Ages,Race-Ethnicity,African-American,13260,175.8
2015,Madera,All Ages,Race-Ethnicity,African-American,70,194.6
2015,Marin,All Ages,Race-Ethnicity,African-American,54,87.8
2015,Mendocino,All Ages,Race-Ethnicity,African-American,13,180.4
2015,Merced,All Ages,Race-Ethnicity,African-American,284,361.6
2015,Monterey,All Ages,Race-Ethnicity,African-American,135,161.4
2015,Napa,All Ages,Race-Ethnicity,African-American,26,135.9
2015,Orange,All Ages,Race-Ethnicity,African-American,610,126.0
2015,Placer,All Ages,Race-Ethnicity,African-American,43,112.5
2015,Riverside,All Ages,Race-Ethnicity,African-American,1996,139.5
2015,Sacramento,All Ages,Race-Ethnicity,African-American,3440,229.9
2015,San Bernardino,All Ages,Race-Ethnicity,African-American,2935,154.9
2015,San Diego,All Ages,Race-Ethnicity,African-American,1883,129.8
2015,San Francisco,All Ages,Race-Ethnicity,African-American,994,227.5
2015,San Joaquin,All Ages,Race-Ethnicity,African-American,1194,215.7
2015,San Luis Obispo,All Ages,Race-Ethnicity,African-American,45,132.3
2015,San Mateo,All Ages,Race-Ethnicity,African-American,132,67.7
2015,Santa Barbara,All Ages,Race-Ethnicity,African-American,115,151.5
2015,Santa Clara,All Ages,Race-Ethnicity,African-American,602,117.5
2015,Santa Cruz,All Ages,Race-Ethnicity,African-American,22,87.4
2015,Shasta,All Ages,Race-Ethnicity,African-American,24,148.8
2015,Solano,All Ages,Race-Ethnicity,African-American,1228,232.8
2015,Sonoma,All Ages,Race-Ethnicity,African-American,97,121.5
2015,Stanislaus,All Ages,Race-Ethnicity,African-American,379,280.5
2015,Sutter,All Ages,Race-Ethnicity,African-American,21,131.3
2015,Tulare,All Ages,Race-Ethnicity,African-American,70,129.5
2015,Tuolumne,All Ages,Race-Ethnicity,African-American,11,
2015,Ventura,All Ages,Race-Ethnicity,African-American,156,141.2
2015,Yolo,All Ages,Race-Ethnicity,African-American,62,108.0
2015,Yuba,All Ages,Race-Ethnicity,African-American,29,135.0
2015,Alameda,All Ages,Race-Ethnicity,Hispanic,2263,57.7
2015,Amador,All Ages,Race-Ethnicity,Hispanic,24,53.8
2015,Butte,All Ages,Race-Ethnicity,Hispanic,121,33.5
2015,Calaveras,All Ages,Race-Ethnicity,Hispanic,21,37.7
2015,California,All Ages,Race-Ethnicity,Hispanic,77639,48.8
2015,Colusa,All Ages,Race-Ethnicity,Hispanic,54,34.9
2015,Contra Costa,All Ages,Race-Ethnicity,Hispanic,1937,68.2
2015,Del Norte,All Ages,Race-Ethnicity,Hispanic,15,26.1
2015,El Dorado,All Ages,Race-Ethnicity,Hispanic,101,41.7
2015,Fresno,All Ages,Race-Ethnicity,Hispanic,4827,83.9
2015,Glenn,All Ages,Race-Ethnicity,Hispanic,39,33.9
2015,Humboldt,All Ages,Race-Ethnicity,Hispanic,40,25.7
2015,Imperial,All Ages,Race-Ethnicity,Hispanic,1139,70.4
2015,Inyo,All Ages,Race-Ethnicity,Hispanic,23,47.7
2015,Kern,All Ages,Race-Ethnicity,Hispanic,2694,53.4
2015,Kings,All Ages,Race-Ethnicity,Hispanic,592,70.7
2015,Lake,All Ages,Race-Ethnicity,Hispanic,79,70.0
2015,Los Angeles,All Ages,Race-Ethnicity,Hispanic,25709,50.0
2015,Madera,All Ages,Race-Ethnicity,Hispanic,704,68.8
2015,Marin,All Ages,Race-Ethnicity,Hispanic,118,27.2
2015,Mendocino,All Ages,Race-Ethnicity,Hispanic,82,33.3
2015,Merced,All Ages,Race-Ethnicity,Hispanic,1355,82.2
2015,Mono,All Ages,Race-Ethnicity,Hispanic,16,32.0
2015,Monterey,All Ages,Race-Ethnicity,Hispanic,1393,51.0
2015,Napa,All Ages,Race-Ethnicity,Hispanic,168,32.4
2015,Nevada,All Ages,Race-Ethnicity,Hispanic,14,15.1
2015,Orange,All Ages,Race-Ethnicity,Hispanic,4274,36.5
2015,Placer,All Ages,Race-Ethnicity,Hispanic,137,23.5
2015,Plumas,All Ages,Race-Ethnicity,Hispanic,21,134.6
2015,Riverside,All Ages,Race-Ethnicity,Hispanic,4192,36.6
2015,Sacramento,All Ages,Race-Ethnicity,Hispanic,2046,59.2
2015,San Benito,All Ages,Race-Ethnicity,Hispanic,183,49.6
2015,San Bernardino,All Ages,Race-Ethnicity,Hispanic,5105,45.3
2015,San Diego,All Ages,Race-Ethnicity,Hispanic,4392,37.8
2015,San Francisco,All Ages,Race-Ethnicity,Hispanic,593,48.5
2015,San Joaquin,All Ages,Race-Ethnicity,Hispanic,1699,56.9
2015,San Luis Obispo,All Ages,Race-Ethnicity,Hispanic,236,35.3
2015,San Mateo,All Ages,Race-Ethnicity,Hispanic,1154,58.3
2015,Santa Barbara,All Ages,Race-Ethnicity,Hispanic,921,42.6
2015,Santa Clara,All Ages,Race-Ethnicity,Hispanic,2872,54.5
2015,Santa Cruz,All Ages,Race-Ethnicity,Hispanic,441,45.6
2015,Shasta,All Ages,Race-Ethnicity,Hispanic,64,33.5
2015,Siskiyou,All Ages,Race-Ethnicity,Hispanic,12,22.7
2015,Solano,All Ages,Race-Ethnicity,Hispanic,656,59.3
2015,Sonoma,All Ages,Race-Ethnicity,Hispanic,508,37.0
2015,Stanislaus,All Ages,Race-Ethnicity,Hispanic,1296,53.1
2015,Sutter,All Ages,Race-Ethnicity,Hispanic,91,27.9
2015,Tehama,All Ages,Race-Ethnicity,Hispanic,77,50.4
2015,Tulare,All Ages,Race-Ethnicity,Hispanic,1273,38.1
2015,Tuolumne,All Ages,Race-Ethnicity,Hispanic,15,22.5
2015,Ventura,All Ages,Race-Ethnicity,Hispanic,1443,37.4
2015,Yolo,All Ages,Race-Ethnicity,Hispanic,313,48.7
2015,Yuba,All Ages,Race-Ethnicity,Hispanic,62,29.2
2015,Alameda,All Ages,Race-Ethnicity,White,1549,32.0
2015,Amador,All Ages,Race-Ethnicity,White,161,63.8
2015,Butte,All Ages,Race-Ethnicity,White,764,53.3
2015,Calaveras,All Ages,Race-Ethnicity,White,156,50.1
2015,California,All Ages,Race-Ethnicity,White,54967,40.1
2015,Colusa,All Ages,Race-Ethnicity,White,37,55.1
2015,Contra Costa,All Ages,Race-Ethnicity,White,1906,40.4
2015,Del Norte,All Ages,Race-Ethnicity,White,110,72.9
2015,El Dorado,All Ages,Race-Ethnicity,White,318,25.8
2015,Fresno,All Ages,Race-Ethnicity,White,1951,72.7
2015,Glenn,All Ages,Race-Ethnicity,White,73,53.9
2015,Humboldt,All Ages,Race-Ethnicity,White,634,65.5
2015,Imperial,All Ages,Race-Ethnicity,White,174,73.8
2015,Inyo,All Ages,Race-Ethnicity,White,52,50.8
2015,Kern,All Ages,Race-Ethnicity,White,1851,56.9
2015,Kings,All Ages,Race-Ethnicity,White,444,87.6
2015,Lake,All Ages,Race-Ethnicity,White,344,83.6
2015,Lassen,All Ages,Race-Ethnicity,White,126,57.3
2015,Los Angeles,All Ages,Race-Ethnicity,White,8625,35.4
2015,Madera,All Ages,Race-Ethnicity,White,229,46.6
2015,Marin,All Ages,Race-Ethnicity,White,324,19.5
2015,Mariposa,All Ages,Race-Ethnicity,White,69,51.7
2015,Mendocino,All Ages,Race-Ethnicity,White,348,70.2
2015,Merced,All Ages,Race-Ethnicity,White,702,85.7
2015,Modoc,All Ages,Race-Ethnicity,White,42,72.8
2015,Mono,All Ages,Race-Ethnicity,White,27,36.0
2015,Monterey,All Ages,Race-Ethnicity,White,464,44.7
2015,Napa,All Ages,Race-Ethnicity,White,318,46.0
2015,Nevada,All Ages,Race-Ethnicity,White,329,50.9
2015,Orange,All Ages,Race-Ethnicity,White,4025,33.8
2015,Placer,All Ages,Race-Ethnicity,White,843,33.8
2015,Plumas,All Ages,Race-Ethnicity,White,68,48.7
2015,Riverside,All Ages,Race-Ethnicity,White,3279,40.7
2015,Sacramento,All Ages,Race-Ethnicity,White,3266,49.7
2015,San Benito,All Ages,Race-Ethnicity,White,92,61.5
2015,San Bernardino,All Ages,Race-Ethnicity,White,3552,54.9
2015,San Diego,All Ages,Race-Ethnicity,White,3698,26.2
2015,San Francisco,All Ages,Race-Ethnicity,White,816,26.4
2015,San Joaquin,All Ages,Race-Ethnicity,White,1335,58.0
2015,San Luis Obispo,All Ages,Race-Ethnicity,White,613,39.3
2015,San Mateo,All Ages,Race-Ethnicity,White,805,28.5
2015,Santa Barbara,All Ages,Race-Ethnicity,White,632,36.8
2015,Santa Clara,All Ages,Race-Ethnicity,White,1753,30.1
2015,Santa Cruz,All Ages,Race-Ethnicity,White,428,30.7
2015,Shasta,All Ages,Race-Ethnicity,White,852,65.7
2015,Siskiyou,All Ages,Race-Ethnicity,White,136,50.5
2015,Solano,All Ages,Race-Ethnicity,White,1082,69.1
2015,Sonoma,All Ages,Race-Ethnicity,White,1196,39.7
2015,Stanislaus,All Ages,Race-Ethnicity,White,1370,59.1
2015,Sutter,All Ages,Race-Ethnicity,White,176,37.8
2015,Tehama,All Ages,Race-Ethnicity,White,227,58.1
2015,Trinity,All Ages,Race-Ethnicity,White,62,74.7
2015,Tulare,All Ages,Race-Ethnicity,White,482,34.5
2015,Tuolumne,All Ages,Race-Ethnicity,White,224,59.9
2015,Ventura,All Ages,Race-Ethnicity,White,1162,33.1
2015,Yolo,All Ages,Race-Ethnicity,White,378,41.0
2015,Yuba,All Ages,Race-Ethnicity,White,226,53.0
2015,Alameda,All Ages,Sex,Female,5154,65.0
2015,Amador,All Ages,Sex,Female,129,74.5
2015,Butte,All Ages,Sex,Female,563,53.6
2015,Calaveras,All Ages,Sex,Female,115,58.4
2015,California,All Ages,Sex,Female,100117,52.1
2015,Colusa,All Ages,Sex,Female,41,36.4
2015,Contra Costa,All Ages,Sex,Female,3758,68.8
2015,Del Norte,All Ages,Sex,Female,93,83.3
2015,El Dorado,All Ages,Sex,Female,361,43.7
2015,Fresno,All Ages,Sex,Female,3971,79.8
2015,Glenn,All Ages,Sex,Female,65,47.0
2015,Humboldt,All Ages,Sex,Female,462,71.9
2015,Imperial,All Ages,Sex,Female,686,72.5
2015,Inyo,All Ages,Sex,Female,48,58.4
2015,Kern,All Ages,Sex,Female,2970,67.4
2015,Kings,All Ages,Sex,Female,620,91.8
2015,Lake,All Ages,Sex,Female,285,96.5
2015,Lassen,All Ages,Sex,Female,83,71.6
2015,Los Angeles,All Ages,Sex,Female,26869,53.3
2015,Madera,All Ages,Sex,Female,525,63.2
2015,Marin,All Ages,Sex,Female,275,21.3
2015,Mariposa,All Ages,Sex,Female,50,60.7
2015,Mendocino,All Ages,Sex,Female,246,58.4
2015,Merced,All Ages,Sex,Female,1251,94.3
2015,Modoc,All Ages,Sex,Female,34,88.8
2015,Mono,All Ages,Sex,Female,24,36.7
2015,Monterey,All Ages,Sex,Female,1125,53.6
2015,Napa,All Ages,Sex,Female,332,47.6
2015,Nevada,All Ages,Sex,Female,221,51.1
2015,Orange,All Ages,Sex,Female,5157,33.0
2015,Placer,All Ages,Sex,Female,659,35.4
2015,Plumas,All Ages,Sex,Female,52,61.4
2015,Riverside,All Ages,Sex,Female,5333,45.7
2015,Sacramento,All Ages,Sex,Female,5440,73.7
2015,San Benito,All Ages,Sex,Female,140,48.6
2015,San Bernardino,All Ages,Sex,Female,6648,62.4
2015,San Diego,All Ages,Sex,Female,6187,39.1
2015,San Francisco,All Ages,Sex,Female,1641,42.4
2015,San Joaquin,All Ages,Sex,Female,2479,69.4
2015,San Luis Obispo,All Ages,Sex,Female,517,43.9
2015,San Mateo,All Ages,Sex,Female,1407,36.7
2015,Santa Barbara,All Ages,Sex,Female,927,43.4
2015,Santa Clara,All Ages,Sex,Female,3425,36.4
2015,Santa Cruz,All Ages,Sex,Female,420,33.3
2015,Shasta,All Ages,Sex,Female,579,66.9
2015,Siskiyou,All Ages,Sex,Female,85,47.2
2015,Solano,All Ages,Sex,Female,1935,93.4
2015,Sonoma,All Ages,Sex,Female,1070,43.3
2015,Stanislaus,All Ages,Sex,Female,1718,63.6
2015,Sutter,All Ages,Sex,Female,179,35.9
2015,Tehama,All Ages,Sex,Female,173,54.6
2015,Trinity,All Ages,Sex,Female,30,47.8
2015,Tulare,All Ages,Sex,Female,1212,52.1
2015,Tuolumne,All Ages,Sex,Female,158,69.0
2015,Ventura,All Ages,Sex,Female,1523,36.1
2015,Yolo,All Ages,Sex,Female,453,45.4
2015,Yuba,All Ages,Sex,Female,169,45.5
2015,Alameda,All Ages,Sex,Male,4785,62.9
2015,Amador,All Ages,Sex,Male,67,48.3
2015,Butte,All Ages,Sex,Male,481,46.7
2015,Calaveras,All Ages,Sex,Male,70,38.0
2015,California,All Ages,Sex,Male,91780,48.3
2015,Colusa,All Ages,Sex,Male,56,45.9
2015,Contra Costa,All Ages,Sex,Male,3099,60.6
2015,Del Norte,All Ages,Sex,Male,47,35.2
2015,El Dorado,All Ages,Sex,Male,231,29.1
2015,Fresno,All Ages,Sex,Male,3965,73.6
2015,Glenn,All Ages,Sex,Male,57,37.9
2015,Humboldt,All Ages,Sex,Male,373,55.8
2015,Imperial,All Ages,Sex,Male,702,69.4
2015,Inyo,All Ages,Sex,Male,40,48.1
2015,Kern,All Ages,Sex,Male,2889,57.6
2015,Kings,All Ages,Sex,Male,630,72.4
2015,Lake,All Ages,Sex,Male,193,64.4
2015,Lassen,All Ages,Sex,Male,65,36.0
2015,Los Angeles,All Ages,Sex,Male,25355,52.3
2015,Madera,All Ages,Sex,Male,506,60.2
2015,Marin,All Ages,Sex,Male,266,23.0
2015,Mariposa,All Ages,Sex,Male,29,33.0
2015,Mendocino,All Ages,Sex,Male,233,56.1
2015,Merced,All Ages,Sex,Male,1174,80.5
2015,Modoc,All Ages,Sex,Male,19,49.3
2015,Mono,All Ages,Sex,Male,19,27.2
2015,Monterey,All Ages,Sex,Male,1069,47.0
2015,Napa,All Ages,Sex,Male,240,36.0
2015,Nevada,All Ages,Sex,Male,130,34.3
2015,Orange,All Ages,Sex,Male,5118,34.2
2015,Placer,All Ages,Sex,Male,466,26.9
2015,Plumas,All Ages,Sex,Male,47,50.1
2015,Riverside,All Ages,Sex,Male,4777,40.3
2015,Sacramento,All Ages,Sex,Male,4669,63.8
2015,San Benito,All Ages,Sex,Male,145,50.7
2015,San Bernardino,All Ages,Sex,Male,6113,55.5
2015,San Diego,All Ages,Sex,Male,5458,34.6
2015,San Francisco,All Ages,Sex,Male,1500,40.4
2015,San Joaquin,All Ages,Sex,Male,2323,62.4
2015,San Luis Obispo,All Ages,Sex,Male,433,36.5
2015,San Mateo,All Ages,Sex,Male,1288,35.7
2015,Santa Barbara,All Ages,Sex,Male,807,38.1
2015,Santa Clara,All Ages,Sex,Male,3096,33.5
2015,Santa Cruz,All Ages,Sex,Male,489,39.6
2015,Shasta,All Ages,Sex,Male,436,53.7
2015,Siskiyou,All Ages,Sex,Male,91,46.7
2015,Solano,All Ages,Sex,Male,1480,72.7
2015,Sonoma,All Ages,Sex,Male,866,36.7
2015,Stanislaus,All Ages,Sex,Male,1563,56.8
2015,Sutter,All Ages,Sex,Male,158,32.1
2015,Tehama,All Ages,Sex,Male,150,50.3
2015,Trinity,All Ages,Sex,Male,37,69.1
2015,Tulare,All Ages,Sex,Male,1330,50.1
2015,Tuolumne,All Ages,Sex,Male,99,41.4
2015,Ventura,All Ages,Sex,Male,1410,34.1
2015,Yolo,All Ages,Sex,Male,399,42.4
2015,Yuba,All Ages,Sex,Male,177,45.2
2015,Alameda,Under 18,Total Population,Under 18,3426,96.7
2015,Amador,Under 18,Total Population,Under 18,45,85.1
2015,Butte,Under 18,Total Population,Under 18,308,68.7
2015,Calaveras,Under 18,Total Population,Under 18,46,63.0
2015,California,Under 18,Total Population,Under 18,74050,80.6
2015,Colusa,Under 18,Total Population,Under 18,48,77.0
2015,Contra Costa,Under 18,Total Population,Under 18,2330,95.2
2015,Del Norte,Under 18,Total Population,Under 18,49,85.2
2015,El Dorado,Under 18,Total Population,Under 18,170,46.8
2015,Fresno,Under 18,Total Population,Under 18,4482,156.0
2015,Glenn,Under 18,Total Population,Under 18,39,51.8
2015,Humboldt,Under 18,Total Population,Under 18,153,59.3
2015,Imperial,Under 18,Total Population,Under 18,737,140.1
2015,Inyo,Under 18,Total Population,Under 18,33,92.0
2015,Kern,Under 18,Total Population,Under 18,2566,96.8
2015,Kings,Under 18,Total Population,Under 18,615,143.4
2015,Lake,Under 18,Total Population,Under 18,115,90.6
2015,Lassen,Under 18,Total Population,Under 18,33,59.7
2015,Los Angeles,Under 18,Total Population,Under 18,20540,88.7
2015,Madera,Under 18,Total Population,Under 18,586,133.0
2015,Marin,Under 18,Total Population,Under 18,167,33.5
2015,Mendocino,Under 18,Total Population,Under 18,130,69.0
2015,Merced,Under 18,Total Population,Under 18,1110,139.8
2015,Modoc,Under 18,Total Population,Under 18,19,100.1
2015,Mono,Under 18,Total Population,Under 18,16,52.7
2015,Monterey,Under 18,Total Population,Under 18,970,84.2
2015,Napa,Under 18,Total Population,Under 18,190,62.5
2015,Nevada,Under 18,Total Population,Under 18,79,47.9
2015,Orange,Under 18,Total Population,Under 18,4279,59.7
2015,Placer,Under 18,Total Population,Under 18,337,41.5
2015,Plumas,Under 18,Total Population,Under 18,21,65.2
2015,Riverside,Under 18,Total Population,Under 18,3917,64.9
2015,Sacramento,Under 18,Total Population,Under 18,3285,90.8
2015,San Benito,Under 18,Total Population,Under 18,115,76.6
2015,San Bernardino,Under 18,Total Population,Under 18,5019,87.7
2015,San Diego,Under 18,Total Population,Under 18,4616,62.1
2015,San Francisco,Under 18,Total Population,Under 18,850,64.9
2015,San Joaquin,Under 18,Total Population,Under 18,1868,95.1
2015,San Luis Obispo,Under 18,Total Population,Under 18,321,65.0
2015,San Mateo,Under 18,Total Population,Under 18,826,49.5
2015,Santa Barbara,Under 18,Total Population,Under 18,689,70.0
2015,Santa Clara,Under 18,Total Population,Under 18,1976,44.1
2015,Santa Cruz,Under 18,Total Population,Under 18,343,60.8
2015,Shasta,Under 18,Total Population,Under 18,300,78.1
2015,Siskiyou,Under 18,Total Population,Under 18,43,50.4
2015,Solano,Under 18,Total Population,Under 18,1141,119.4
2015,Sonoma,Under 18,Total Population,Under 18,586,56.9
2015,Stanislaus,Under 18,Total Population,Under 18,1236,85.8
2015,Sutter,Under 18,Total Population,Under 18,121,47.5
2015,Tehama,Under 18,Total Population,Under 18,128,85.3
2015,Tulare,Under 18,Total Population,Under 18,1264,85.5
2015,Tuolumne,Under 18,Total Population,Under 18,54,60.9
2015,Ventura,Under 18,Total Population,Under 18,1271,62.7
2015,Yolo,Under 18,Total Population,Under 18,291,67.7
2015,Yuba,Under 18,Total Population,Under 18,131,62.5
2015,Alameda,Under 18,Race-Ethnicity,African-American,1121,285.7
2015,Butte,Under 18,Race-Ethnicity,African-American,28,479.5
2015,California,Under 18,Race-Ethnicity,African-American,13099,271.4
2015,Contra Costa,Under 18,Race-Ethnicity,African-American,676,315.7
2015,Fresno,Under 18,Race-Ethnicity,African-American,463,340.7
2015,Imperial,Under 18,Race-Ethnicity,African-American,17,288.1
2015,Kern,Under 18,Race-Ethnicity,African-American,429,316.2
2015,Kings,Under 18,Race-Ethnicity,African-American,78,450.4
2015,Los Angeles,Under 18,Race-Ethnicity,African-American,4516,277.5
2015,Madera,Under 18,Race-Ethnicity,African-American,34,539.9
2015,Marin,Under 18,Race-Ethnicity,African-American,17,171.5
2015,Merced,Under 18,Race-Ethnicity,African-American,98,551.4
2015,Monterey,Under 18,Race-Ethnicity,African-American,44,335.9
2015,Orange,Under 18,Race-Ethnicity,African-American,212,216.7
2015,Placer,Under 18,Race-Ethnicity,African-American,21,240.7
